user_id,total_orders,total_items,distinct_products,reorder_rate,avg_days_between,std_days_between,most_frequent_dow,most_frequent_hour,avg_cart_size,days_since_last_order,target
63,39,504,197,0.6091269841269841,9.98155737704918,5.987124106318734,1,14,12.92,13.0,1
64,10,135,57,0.5777777777777777,10.966101694915254,4.598275788693627,6,20,13.5,9.0,1
65,14,132,80,0.3939393939393939,13.594827586206897,10.775962338364083,0,9,9.43,30.0,1
66,6,23,18,0.21739130434782608,30.0,0.0,2,17,3.83,30.0,0
67,24,81,23,0.7160493827160493,7.714285714285714,3.436863406536252,1,11,3.38,1.0,1
70,13,104,71,0.3173076923076923,18.94,9.953244230253306,4,16,8.0,30.0,1
71,23,437,106,0.7574370709382151,14.440677966101696,7.543047433749174,3,14,19.0,18.0,1
72,12,47,15,0.6808510638297872,16.048780487804876,8.680297286130802,6,13,3.92,30.0,1
74,5,48,42,0.125,19.261904761904763,10.483574897183441,1,13,9.6,30.0,0
76,9,32,25,0.21875,22.428571428571427,7.2081670317544635,2,9,3.56,30.0,1
78,6,41,38,0.07317073170731707,24.333333333333332,9.790794100725796,0,14,6.83,30.0,1
79,7,93,49,0.4731182795698925,18.555555555555557,8.277982846080317,0,2,13.29,30.0,1
80,12,128,52,0.59375,9.857142857142858,4.503712754098396,2,15,10.67,6.0,1
81,7,27,20,0.25925925925925924,26.208333333333332,7.39552841788267,3,18,3.86,30.0,0
82,19,131,27,0.7938931297709924,12.188524590163935,6.386105743370215,1,11,6.89,8.0,1
83,6,39,26,0.3333333333333333,19.083333333333332,6.042722296583154,3,15,6.5,20.0,1
84,8,64,44,0.3125,23.09433962264151,9.087743544389452,5,13,8.0,30.0,0
86,17,267,130,0.5131086142322098,20.66260162601626,7.714020084040287,0,16,15.71,19.0,1
87,27,176,61,0.6534090909090909,9.333333333333334,7.694153624668537,1,8,6.52,7.0,1
88,7,11,5,0.5454545454545454,22.5,10.533016872883307,6,16,1.57,23.0,1
89,20,239,79,0.6694560669456067,10.0,5.358571238146018,1,14,11.95,7.0,1
90,71,670,77,0.8850746268656716,3.5357686453576864,1.660796824640178,5,15,9.44,1.0,1
91,15,211,85,0.5971563981042654,9.475728155339805,8.847592656122163,4,14,14.07,5.0,1
93,14,31,26,0.16129032258064516,14.633333333333333,10.974840610996663,6,9,2.21,30.0,0
95,8,144,98,0.3194444444444444,20.767441860465116,8.247643250410778,1,14,18.0,11.0,1
96,16,143,56,0.6083916083916084,11.833333333333334,5.733221579853541,1,9,8.94,9.0,1
97,5,54,49,0.09259259259259259,27.6,4.279864644975392,4,15,10.8,14.0,1
99,18,211,126,0.4028436018957346,19.06,6.773166090867135,3,15,11.72,8.0,1
102,6,59,34,0.423728813559322,24.53191489361702,7.876357202108607,5,23,9.83,30.0,0
103,17,77,41,0.4675324675324675,9.08,5.190323637256109,3,16,4.53,13.0,1
104,5,18,13,0.2777777777777778,14.0,11.93873248436924,1,9,3.6,4.0,1
105,7,14,10,0.2857142857142857,19.153846153846153,10.621096568042882,5,13,2.0,30.0,1
106,3,41,36,0.12195121951219512,10.814814814814815,1.861286507872301,5,18,13.67,12.0,1
108,7,69,39,0.43478260869565216,23.3,11.070345178578732,0,13,9.86,30.0,1
109,6,69,50,0.2753623188405797,21.85,5.8738864794002765,0,7,11.5,15.0,1
110,20,347,154,0.5561959654178674,17.068862275449103,10.358936048603306,0,14,17.35,4.0,1
111,7,56,50,0.10714285714285714,18.807692307692307,13.639674628886882,6,10,8.0,3.0,0
112,26,158,66,0.5822784810126582,8.496688741721854,7.189690927233181,6,17,6.08,5.0,0
113,5,5,1,0.8,12.75,6.652067347825035,3,22,1.0,22.0,1
114,4,66,39,0.4090909090909091,7.877551020408164,2.4120587080094777,0,12,16.5,12.0,1
115,12,79,64,0.189873417721519,13.205479452054794,7.902107496860125,0,14,6.58,9.0,0
116,6,25,21,0.16,13.947368421052632,5.3174104412927905,0,17,4.17,10.0,0
117,11,120,68,0.43333333333333335,24.79824561403509,8.578817114823135,4,14,10.91,20.0,1
118,27,165,49,0.703030303030303,12.67515923566879,7.324192928767973,1,9,6.11,19.0,1
119,3,22,16,0.2727272727272727,11.9375,4.6111278446818185,0,10,7.33,17.0,0
120,3,7,4,0.42857142857142855,18.0,1.9999999999999996,2,8,2.33,19.0,0
121,10,55,25,0.5454545454545454,21.791666666666668,8.092440216182155,1,16,5.5,17.0,1
123,10,63,32,0.49206349206349204,23.10909090909091,8.225238322051554,0,20,6.3,17.0,1
124,8,79,48,0.3924050632911392,16.428571428571427,10.215889057441572,1,10,9.88,14.0,1
125,13,182,100,0.45054945054945056,11.269005847953217,5.737198399605525,0,11,14.0,9.0,1
128,11,91,69,0.24175824175824176,20.14666666666667,11.667341035850752,0,13,8.27,1.0,0
130,3,37,31,0.16216216216216217,30.0,0.0,5,12,12.33,30.0,1
131,9,59,25,0.576271186440678,19.51851851851852,7.625035083719451,6,8,6.56,15.0,1
132,24,116,46,0.603448275862069,3.2545454545454544,1.8545078411204723,2,8,4.83,5.0,1
135,4,26,17,0.34615384615384615,11.916666666666666,0.9286112429750736,4,16,6.5,11.0,1
138,32,148,55,0.6283783783783784,10.4,6.674120533230301,0,12,4.62,10.0,1
139,4,14,8,0.42857142857142855,6.2727272727272725,1.7939291563999444,3,19,3.5,6.0,0
140,76,1151,304,0.735881841876629,5.151700087183958,3.2554966519697173,0,10,15.14,4.0,1
142,45,368,70,0.8097826086956522,7.171270718232044,5.842669772505795,1,14,8.18,4.0,1
143,14,222,116,0.4774774774774775,8.407582938388625,3.0744320941308487,5,20,15.86,7.0,1
144,7,26,11,0.5769230769230769,7.217391304347826,3.515634195200975,4,13,3.71,11.0,1
145,8,67,35,0.47761194029850745,4.551724137931035,3.661906385846774,2,10,8.38,3.0,1
146,40,371,137,0.6307277628032345,8.699724517906336,5.49139708205938,0,14,9.28,19.0,1
147,13,63,20,0.6825396825396826,16.2,8.93681524183345,0,16,4.85,30.0,1
148,7,103,85,0.17475728155339806,5.453125,8.71038367295946,5,16,14.71,30.0,1
150,31,288,155,0.4618055555555556,9.894545454545455,7.296620009977677,4,17,9.29,6.0,1
155,22,241,50,0.7925311203319502,18.463519313304722,8.833698193166004,1,14,10.95,1.0,1
157,4,44,31,0.29545454545454547,5.258064516129032,0.44480272297456913,1,16,11.0,6.0,1
160,12,265,123,0.5358490566037736,14.487903225806452,6.284729809953575,1,3,22.08,6.0,1
161,20,263,129,0.5095057034220533,16.333333333333332,8.607053202426274,1,9,13.15,22.0,1
163,11,77,53,0.3116883116883117,8.202898550724637,7.973448051363475,1,11,7.0,0.0,1
164,10,190,50,0.7368421052631579,17.64071856287425,7.305074615854896,6,8,19.0,30.0,1
167,5,54,45,0.16666666666666666,20.851063829787233,6.656081636872157,6,15,10.8,20.0,0
169,6,85,76,0.10588235294117647,23.912280701754387,8.64225644674052,4,15,14.17,6.0,0
171,6,57,36,0.3684210526315789,12.0,7.201190377787749,6,14,9.5,20.0,1
173,44,426,239,0.43896713615023475,6.043269230769231,4.4789255256913485,2,10,9.68,15.0,0
174,27,173,84,0.5144508670520231,10.804878048780488,7.971481414138587,0,16,6.41,11.0,1
175,23,130,93,0.2846153846153846,5.28125,3.422798735114637,1,14,5.65,7.0,1
176,6,43,36,0.16279069767441862,24.394736842105264,8.119178076109609,1,16,7.17,8.0,1
178,5,60,46,0.23333333333333334,11.486486486486486,8.221319242681803,5,10,12.0,15.0,1
179,5,31,26,0.16129032258064516,22.307692307692307,9.922778767136675,0,7,6.2,30.0,1
183,4,76,58,0.23684210526315788,14.571428571428571,12.03451258205157,1,16,19.0,30.0,0
184,11,153,72,0.5294117647058824,19.717391304347824,11.226915735884628,0,16,13.91,4.0,1
185,6,40,34,0.15,27.22222222222222,2.5197631533948477,1,12,6.67,30.0,0
187,32,203,63,0.6896551724137931,7.585,8.010845349654458,1,15,6.34,8.0,1
189,11,59,34,0.423728813559322,17.963636363636365,6.7521289821245105,2,15,5.36,30.0,1
191,4,23,20,0.13043478260869565,4.529411764705882,3.4481452815032227,3,11,5.75,7.0,0
192,5,42,16,0.6190476190476191,29.833333333333332,0.3779644730092274,2,10,8.4,30.0,1
193,5,33,31,0.06060606060606061,21.416666666666668,7.773515049955464,1,10,6.6,30.0,0
195,58,185,38,0.7945945945945946,5.491803278688525,4.444862267435596,5,11,3.19,1.0,1
197,20,448,173,0.6138392857142857,4.064965197215777,2.081022207718723,6,15,22.4,1.0,1
198,5,51,35,0.3137254901960784,19.511111111111113,8.36829031692154,1,13,10.2,22.0,1
199,3,16,8,0.5,8.5,1.6035674514745464,6,13,5.33,10.0,0
201,7,53,36,0.32075471698113206,5.723404255319149,8.786605734470221,2,8,7.57,30.0,0
203,3,11,5,0.5454545454545454,5.0,12.24744871391589,5,16,3.67,30.0,1
204,58,515,186,0.6388349514563106,6.99009900990099,5.634529052982842,2,14,8.88,8.0,1
205,12,49,17,0.6530612244897959,11.636363636363637,9.572467566231495,2,17,4.08,22.0,0
206,28,177,84,0.5254237288135594,13.851190476190476,7.818019934742334,5,13,6.32,5.0,1
208,18,93,40,0.5698924731182796,11.195402298850574,9.249562001521728,1,11,5.17,30.0,0
209,19,316,52,0.8354430379746836,12.498338870431894,6.170696656897881,1,14,16.63,15.0,1
210,99,1476,233,0.842140921409214,3.3784887678692987,1.508730326105543,0,17,14.91,3.0,1
211,4,49,37,0.24489795918367346,8.384615384615385,4.660107208024661,6,10,12.25,13.0,0
212,12,29,17,0.41379310344827586,15.88888888888889,9.637001342315713,0,20,2.42,12.0,0
213,5,56,48,0.14285714285714285,11.425531914893616,8.05887218576942,6,10,11.2,11.0,0
214,27,479,181,0.6221294363256785,10.686695278969957,6.2179513811152605,1,20,17.74,7.0,0
215,5,31,29,0.06451612903225806,26.0,7.092791573681854,3,10,6.2,30.0,0
217,11,79,60,0.24050632911392406,14.869565217391305,9.608380293629498,0,10,7.18,7.0,0
218,6,6,2,0.6666666666666666,15.8,8.318653737234168,3,9,1.0,12.0,1
219,33,404,153,0.6212871287128713,10.768447837150127,7.265365271865148,0,10,12.24,2.0,1
220,16,114,44,0.6140350877192983,14.98,8.517338228874706,0,16,7.12,28.0,1
222,70,484,137,0.7169421487603306,6.120582120582121,5.293668827989683,2,7,6.91,1.0,1
223,49,643,147,0.7713841368584758,7.492113564668769,2.5538313588636887,1,8,13.12,7.0,1
224,3,22,17,0.22727272727272727,19.823529411764707,3.0869745325651574,1,8,7.33,23.0,1
226,21,220,68,0.6909090909090909,13.512195121951219,8.313472267242574,2,8,10.48,6.0,1
229,17,187,55,0.7058823529411765,16.683333333333334,9.733014139813529,5,10,11.0,10.0,1
230,10,56,25,0.5535714285714286,20.294117647058822,8.343366509142596,4,8,5.6,13.0,1
231,3,65,38,0.4153846153846154,15.772727272727273,1.4920508184442975,1,11,21.67,17.0,1
235,21,192,91,0.5260416666666666,13.532967032967033,8.821527597821602,0,11,9.14,9.0,0
238,6,202,119,0.41089108910891087,14.385093167701863,8.058428903794807,0,19,33.67,30.0,1
239,5,45,38,0.15555555555555556,21.944444444444443,7.317081558906022,1,2,9.0,16.0,0
240,5,15,11,0.26666666666666666,25.833333333333332,9.731236802019037,1,16,3.0,30.0,1
242,16,134,73,0.4552238805970149,12.38888888888889,6.35606447068904,4,12,8.38,9.0,1
243,27,351,112,0.6809116809116809,12.123529411764705,6.919429223631334,1,16,13.0,7.0,1
245,5,47,34,0.2765957446808511,30.0,0.0,0,12,9.4,30.0,1
249,9,40,13,0.675,7.815789473684211,3.4940510304129,6,15,4.44,12.0,1
250,11,105,33,0.6857142857142857,20.257731958762886,9.678453679991385,2,22,9.55,4.0,1
252,4,46,38,0.17391304347826086,25.0,7.534865197758159,6,15,11.5,30.0,0
253,3,23,19,0.17391304347826086,17.4,13.942740046346701,1,18,7.67,30.0,0
255,4,80,49,0.3875,15.940298507462687,4.990538311326336,0,21,20.0,13.0,0
256,18,221,97,0.5610859728506787,17.5962441314554,8.670943942027252,0,17,12.28,13.0,1
258,24,213,103,0.5164319248826291,7.740196078431373,4.732879642993095,0,17,8.88,6.0,1
259,3,16,14,0.125,3.272727272727273,0.904534033733291,0,18,5.33,6.0,0
260,17,104,31,0.7019230769230769,10.11111111111111,6.259505243682731,3,10,6.12,30.0,0
261,8,56,49,0.125,3.6470588235294117,2.028038751225081,0,17,7.0,2.0,0
262,45,262,146,0.44274809160305345,6.676923076923077,7.484052940155382,1,9,5.82,1.0,1
264,29,691,210,0.6960926193921853,11.158445440956651,6.637446480637051,1,9,23.83,9.0,1
267,9,324,149,0.5401234567901234,23.725085910652922,7.030967675797632,0,15,36.0,30.0,1
270,22,66,29,0.5606060606060606,12.692307692307692,8.543863069703665,5,9,3.0,5.0,1
271,15,17,4,0.7647058823529411,21.0,10.564090116995406,0,21,1.13,30.0,1
272,9,65,41,0.36923076923076925,18.25,11.33016889868493,2,14,7.22,30.0,1
273,19,108,61,0.4351851851851852,15.432692307692308,7.795647806304506,0,15,5.68,8.0,1
278,68,267,56,0.7902621722846442,2.996138996138996,2.4007396623419255,4,12,3.93,3.0,1
280,41,530,140,0.7358490566037735,8.71037181996086,6.348866662696152,0,20,12.93,27.0,1
282,3,22,19,0.13636363636363635,27.0,3.9999999999999987,3,13,7.33,30.0,0
283,5,36,27,0.25,27.428571428571427,5.520524474738832,2,8,7.2,30.0,1
284,16,358,116,0.6759776536312849,19.834862385321102,8.337784968834681,1,11,22.38,5.0,1
285,4,38,33,0.13157894736842105,26.033333333333335,7.313112141585297,1,18,9.5,30.0,0
286,3,26,26,0.0,9.80952380952381,6.652962104349067,3,7,8.67,3.0,1
288,3,19,18,0.05263157894736842,30.0,0.0,0,21,6.33,30.0,0
289,49,705,107,0.8482269503546099,7.05985401459854,4.68800665650185,6,18,14.39,3.0,1
291,4,17,15,0.11764705882352941,9.866666666666667,9.53839359540968,6,11,4.25,25.0,0
293,8,114,58,0.49122807017543857,19.948453608247423,9.804730080872337,4,20,14.25,7.0,1
294,15,108,50,0.5370370370370371,10.8125,9.243276361482266,0,16,7.2,6.0,1
295,23,265,56,0.7886792452830189,5.977011494252873,2.312060410580802,1,13,11.52,7.0,1
296,6,30,27,0.1,8.666666666666666,13.334523756382296,0,14,5.0,0.0,0
298,3,49,27,0.4489795918367347,19.0,5.562148865321747,1,12,16.33,14.0,1
300,38,280,159,0.43214285714285716,6.727748691099476,7.287279086454685,6,16,7.37,10.0,0
304,42,278,60,0.7841726618705036,8.296992481203008,3.7373876427788537,3,19,6.62,5.0,1
305,4,40,33,0.175,30.0,0.0,2,13,10.0,30.0,1
306,24,120,52,0.5666666666666667,15.026315789473685,7.818132459611543,1,8,5.0,14.0,1
309,25,308,175,0.4318181818181818,1.1290322580645162,0.7029097763098284,3,8,12.32,0.0,1
310,99,493,142,0.7119675456389453,3.1533742331288344,2.640128898257939,4,9,4.98,4.0,0
313,99,787,130,0.8348157560355781,2.222509702457956,1.4448982659461664,5,9,7.95,0.0,1
314,5,11,9,0.18181818181818182,27.375,7.424621202458749,4,11,2.2,30.0,0
315,4,34,24,0.29411764705882354,13.565217391304348,6.920497137663671,0,22,8.5,6.0,0
317,4,40,38,0.05,19.0,9.41740410091868,6,14,10.0,8.0,1
319,8,55,39,0.2909090909090909,4.791666666666667,2.5843912269980325,4,11,6.88,7.0,0
322,14,150,65,0.5666666666666667,19.52413793103448,8.05543532741566,3,13,10.71,30.0,1
323,71,1050,230,0.780952380952381,2.5201149425287355,1.9958195970709962,2,13,14.79,2.0,1
324,11,93,60,0.3548387096774194,14.967032967032967,6.362128486338429,0,17,8.45,17.0,1
325,7,94,56,0.40425531914893614,19.564705882352943,6.201856593801897,1,9,13.43,30.0,0
326,5,47,22,0.5319148936170213,11.116279069767442,5.0859718475972215,1,12,9.4,10.0,1
327,63,734,243,0.6689373297002725,5.138028169014085,3.6751890348773446,5,13,11.65,4.0,1
328,12,126,63,0.5,15.666666666666666,6.518969987426671,0,10,10.5,11.0,1
329,8,33,26,0.21212121212121213,25.9375,7.134367074126975,2,8,4.12,30.0,0
330,7,36,22,0.3888888888888889,28.344827586206897,3.425491227223221,4,10,5.14,30.0,1
334,63,841,214,0.7455410225921522,5.859926918392205,4.184595967269327,6,20,13.35,8.0,1
337,12,247,140,0.4331983805668016,21.18834080717489,8.695574541342738,1,22,20.58,13.0,0
340,5,53,41,0.22641509433962265,10.022727272727273,3.259966017540363,6,10,10.6,14.0,1
341,11,195,103,0.4717948717948718,15.0,8.245510251425218,1,11,17.73,7.0,1
342,16,139,91,0.34532374100719426,20.106060606060606,9.431357131389436,2,7,8.69,25.0,0
343,4,18,16,0.1111111111111111,30.0,0.0,5,15,4.5,30.0,0
345,3,13,10,0.23076923076923078,30.0,0.0,4,13,4.33,30.0,1
346,6,36,22,0.3888888888888889,21.413793103448278,7.885417107272453,2,19,6.0,30.0,1
348,28,135,112,0.17037037037037037,11.151515151515152,8.285446496175695,5,13,4.82,30.0,0
349,7,41,30,0.2682926829268293,14.225806451612904,10.187278594467235,1,8,5.86,9.0,0
350,14,171,85,0.5029239766081871,8.0,2.0125393077922245,6,13,12.21,8.0,1
351,14,180,58,0.6777777777777778,13.874251497005988,7.996369387550288,0,15,12.86,26.0,1
353,11,111,83,0.25225225225225223,14.194444444444445,10.236875192516761,2,11,10.09,7.0,0
355,13,136,75,0.4485294117647059,18.206349206349206,9.266125369596468,2,11,10.46,4.0,1
357,8,154,51,0.6688311688311688,13.942028985507246,5.140036234843493,0,13,19.25,21.0,1
358,7,53,32,0.39622641509433965,24.071428571428573,8.022507536780527,6,9,7.57,30.0,0
359,15,199,116,0.41708542713567837,18.809782608695652,10.732806148502602,2,16,13.27,21.0,1
361,6,89,65,0.2696629213483146,24.178571428571427,8.50253075618646,1,14,14.83,6.0,1
363,12,214,114,0.4672897196261682,11.15609756097561,8.42004054239249,5,17,17.83,8.0,1
365,15,37,18,0.5135135135135135,11.5,5.689589490589684,6,14,2.47,7.0,1
370,27,332,122,0.6325301204819277,10.72063492063492,8.725359458770962,6,14,12.3,9.0,1
371,3,29,22,0.2413793103448276,17.238095238095237,5.62942947291075,2,16,9.67,12.0,1
372,12,87,55,0.367816091954023,20.952380952380953,9.680317581548286,2,12,7.25,30.0,1
374,16,23,7,0.6956521739130435,19.545454545454547,8.093073303624246,2,12,1.44,29.0,1
375,7,116,40,0.6551724137931034,16.233009708737864,7.742426892530489,1,19,16.57,30.0,0
376,8,89,44,0.5056179775280899,18.72151898734177,7.993485663195487,3,18,11.12,10.0,1
377,3,29,27,0.06896551724137931,16.5,13.891385396543217,3,17,9.67,3.0,0
378,8,20,8,0.6,25.235294117647058,5.506012756122914,1,12,2.5,21.0,0
379,19,200,121,0.395,10.219895287958115,8.119749930653409,5,12,10.53,28.0,1
380,12,47,21,0.5531914893617021,15.590909090909092,10.102539818394234,0,8,3.92,30.0,1
382,29,212,81,0.6179245283018868,10.122549019607844,7.9157933653864765,1,13,7.31,23.0,1
383,9,98,51,0.47959183673469385,17.804878048780488,8.776285420803806,1,13,10.89,30.0,1
384,9,21,9,0.5714285714285714,21.833333333333332,9.287879514849068,1,13,2.33,30.0,0
385,4,33,23,0.30303030303030304,28.26923076923077,2.4258226201879194,4,15,8.25,30.0,0
387,8,59,31,0.4745762711864407,9.125,6.350154965440323,2,13,7.38,8.0,0
390,22,381,116,0.6955380577427821,14.635097493036211,9.268677017981203,0,19,17.32,30.0,1
391,23,202,65,0.6782178217821783,6.318181818181818,3.834755927384676,0,18,8.78,14.0,1
393,10,215,127,0.40930232558139534,19.39,7.4831737549809825,6,16,21.5,30.0,1
395,3,18,18,0.0,9.0,12.663476472266073,4,13,6.0,30.0,1
396,18,296,108,0.6351351351351351,14.496503496503497,8.621372159175433,0,19,16.44,30.0,1
399,3,27,26,0.037037037037037035,10.476190476190476,1.9904534061124775,3,14,9.0,8.0,1
401,4,45,38,0.15555555555555556,19.627906976744185,8.252050988387682,0,15,11.25,7.0,0
402,4,9,4,0.5555555555555556,17.625,10.28087683864701,1,10,2.25,9.0,1
403,32,442,231,0.47737556561085975,11.82394366197183,9.197927615008515,0,17,13.81,7.0,1
404,6,46,44,0.043478260869565216,15.725,11.33632125017545,6,11,7.67,7.0,0
406,4,62,53,0.14516129032258066,23.72093023255814,11.541489508137381,1,8,15.5,3.0,0
409,86,850,158,0.8141176470588235,4.789221556886227,2.7664708391904456,2,9,9.88,8.0,1
411,11,62,20,0.6774193548387096,22.263157894736842,7.60762379785068,0,19,5.64,30.0,1
412,4,37,37,0.0,25.58823529411765,9.673824874398685,0,17,9.25,5.0,0
414,3,28,26,0.07142857142857142,30.0,0.0,5,15,9.33,30.0,1
416,3,21,15,0.2857142857142857,25.625,3.5,3,22,7.0,23.0,0
417,9,81,61,0.24691358024691357,23.608695652173914,9.477864911131478,6,12,9.0,13.0,0
419,24,68,30,0.5588235294117647,10.863636363636363,7.280926322377401,1,12,2.83,7.0,1
421,3,16,13,0.1875,19.166666666666668,13.388144914155367,3,10,5.33,4.0,1
425,7,99,70,0.29292929292929293,14.912087912087912,9.305492227291666,5,14,14.14,21.0,1
426,13,40,9,0.775,15.722222222222221,7.012686915710539,3,9,3.08,30.0,1
429,29,100,47,0.53,11.43157894736842,6.203383825353583,1,15,3.45,14.0,1
430,8,61,41,0.32786885245901637,11.705882352941176,12.598879501998674,2,17,7.62,4.0,0
431,9,11,2,0.8181818181818182,9.2,3.2930904093942583,5,8,1.22,7.0,1
432,52,445,124,0.7213483146067415,6.941451990632318,6.32817982192393,0,17,8.56,3.0,1
433,5,32,25,0.21875,21.636363636363637,11.391498310855942,0,14,6.4,9.0,1
434,4,34,25,0.2647058823529412,12.73076923076923,4.405067012499968,6,14,8.5,7.0,1
435,13,145,48,0.6689655172413793,15.828358208955224,6.2798473706405575,1,20,11.15,20.0,1
437,19,185,134,0.2756756756756757,18.587570621468927,8.254094251066899,4,16,9.74,17.0,1
438,11,169,74,0.5621301775147929,9.741935483870968,8.393595819136836,3,16,15.36,5.0,1
441,14,68,28,0.5882352941176471,21.78125,8.848762356290015,0,14,4.86,30.0,1
442,12,159,93,0.41509433962264153,18.32,8.89937785322641,0,14,13.25,30.0,1
444,42,1181,158,0.8662150719729044,5.653149266609145,2.5548501075069057,5,16,28.12,7.0,1
446,8,26,21,0.19230769230769232,20.157894736842106,9.67392347094174,2,9,3.25,30.0,0
448,33,447,99,0.7785234899328859,12.227906976744187,8.852543010545851,0,9,13.55,7.0,1
449,21,114,56,0.5087719298245614,8.607142857142858,7.507782320152559,6,19,5.43,17.0,1
452,24,301,152,0.4950166112956811,7.27891156462585,7.031166418194325,1,22,12.54,2.0,1
453,13,97,31,0.6804123711340206,17.08888888888889,10.709278183005557,6,9,7.46,30.0,1
454,54,658,157,0.7613981762917933,6.400616332819722,2.9793113156976303,5,15,12.19,8.0,1
456,6,29,22,0.2413793103448276,14.708333333333334,6.56392755349541,2,10,4.83,30.0,1
457,4,62,35,0.43548387096774194,19.047619047619047,11.626194941895022,0,12,15.5,30.0,1
459,23,111,25,0.7747747747747747,12.018691588785046,5.713243978903382,6,9,4.83,8.0,1
465,40,486,162,0.6666666666666666,9.282474226804124,6.223837976265894,1,17,12.15,6.0,1
466,31,686,245,0.6428571428571429,13.23123123123123,7.293873254534839,5,17,22.13,21.0,1
468,6,20,10,0.5,27.36842105263158,4.5241392835886405,0,14,3.33,30.0,1
469,8,55,35,0.36363636363636365,22.32608695652174,7.4953447710372165,2,13,6.88,30.0,1
470,16,76,30,0.6052631578947368,8.152777777777779,3.4382263779422795,5,13,4.75,4.0,1
471,6,125,86,0.312,11.5,4.400413203738527,2,14,20.83,16.0,1
472,4,8,7,0.125,24.666666666666668,8.262364471909157,3,9,2.0,30.0,1
473,11,222,104,0.5315315315315315,7.55050505050505,3.520062116935006,0,9,20.18,5.0,1
475,28,175,100,0.42857142857142855,10.029585798816568,9.731775418884608,5,13,6.25,30.0,1
476,16,216,121,0.4398148148148148,15.637254901960784,9.934057669800476,4,13,13.5,4.0,1
477,4,21,15,0.2857142857142857,10.8,1.0141851056742202,0,0,5.25,10.0,1
478,8,70,63,0.1,17.253731343283583,10.878590711398418,6,20,8.75,30.0,0
479,23,238,84,0.6470588235294118,14.54978354978355,9.219350512155891,4,19,10.35,28.0,1
480,12,176,107,0.39204545454545453,4.120253164556962,1.2016845656710782,0,21,14.67,2.0,0
481,35,452,107,0.7632743362831859,10.647727272727273,5.959697162367904,1,19,12.91,10.0,0
